顧客名,年齢,合計金額
テハ ヌア,22,22964
ヨエアホ エヒチ,92,22961
ヘヤ スモ,17,22948
スヘ ニシ,82,22947
ンタツフ ケネツ,46,22900
ヨスウス メメ,67,22900
ムニミユ タウミ,61,22900
ミニ ウフ,70,22900
ヌヲウウ エナナ,26,22900
ナノ メサキ,84,22900
スサ スン,98,22900
シヌホタ ウテネワ,55,22900
コン ネフヨ,42,22900
クマエ テテ,84,22900
オムチセ タヘ,21,22900
オシ ヘセ,23,22900
ケヨカケ ヌコメ,31,22899
スヲ キケ,81,22892
ヘニヲ オム,33,22889
ヤツノ ヲハ,76,22868
ミニ ノセアス,30,22829
ネタイユ ナメウム,53,22829
ユユハシ ホチヲヌ,75,22814
ユマヌナ ケフニ,36,22800
マヒム キナ,39,22800
ヘンネエ ナノ,48,22800
ヒエ ヤネ,81,22800
ノモノ クス,19,22800
ツウヤノ コホマ,19,22800
チマセ ニキイタ,71,22800
セキウユ セトナホ,22,22800
アヘテ ヌモ,53,22800
ネケ サヲ,47,22760
ムヌ チオニコ,63,22752
フネミ モメヤフ,37,22719
ネムコテ ククタト,70,22706
ユヌ ヨイノ,39,22700
ユタワ ナヲヲケ,92,22700
ヘイツ セマ,77,22700
ナン ホメヌメ,72,22700
スヒソフ ウネタフ,33,22700
エムマヤ ソユ,81,22700
クヨタ ワケユヨ,53,22690
チヘ ケト,71,22679
クミ カヨヨフ,41,22670
オトチ ナミ,82,22666
スク ナユケサ,30,22664
クトオ ニメヌ,39,22653
ニサヨス ホモ,33,22630
スサ ヲマ,58,22614
コマフ ムア,37,22601
モテヨ ユケイイ,17,22600
ネナ ニキトヤ,34,22600
シチニタ ケケ,23,22600
ケカハノ ムコミ,54,22600
クノヌ セサ,32,22600
カンタ ヨコフ,88,22600
ユエ シムユ,56,22585
トアエツ オナスク,86,22552
ケマヘサ エニハ,74,22520
ンハオ ネメケ,31,22500
ヲヒ チツイナ,57,22500
ヲタ オセツ,49,22500
モスユ マセムア,40,22500
ミシヨ コマタ,64,22500
ホヲ セユチ,50,22500
ナナヲト クソテ,21,22500
テネフヨ テヌユ,86,22500
ツオ ヨテ,60,22500
コヲヲ ンマン,26,22500
キタソ エヌン,90,22500
ウニム ヤヘ,87,22500
スフ ミニ,95,22463
ワクス ツサセ,76,22457
ナセフ イワハ,89,22433
トコキツ ヤセ,34,22429
ネオノ ウアマ,99,22406
ンセ ヘナ,40,22400
ヨアス ワツス,60,22400
モケエ ンス,83,22400
ミトクシ ケム,71,22400
マタチイ コノシ,39,22400
マウメノ スト,95,22400
ヘキ ンソヘイ,87,22400
ノヘト コオ,85,22400
シニ ウシ,26,22400
ケホウユ トハ,67,22400
エメ ムタチキ,72,22400
エクヤオ メトマ,88,22400
ミテ エサシマ,18,22385
スケノシ サモマセ,36,22353
ツウ ヒヌ,98,22338
イメ ムヲイ,48,22330
ユトネ ヨミヌ,91,22300
ユエツ ワケソ,71,22300
モウクネ ミア,98,22300
チケチ ホツ,60,22300
タマ キタフシ,88,22300
タヘノト トナヲ,25,22300
ソツ ヘヤヒネ,84,22300
セハシ サイ,19,22300
セサ ヲメモキ,22,22300
コノ ヌケ,95,22300
クア ヤト,40,22300
カニ ムヤソ,87,22300
オヘ シコエ,91,22300
ニヲ イセヌエ,80,22291
ホム ユヘ,58,22262
ンツヒホ サマカタ,39,22259
コサヤエ テモ,19,22253
モフ シケタ,18,22233
ユイマム ケンソセ,45,22230
カヌヒヤ ネモ,60,22230
ンネヌヤ ツヲンシ,53,22200
ヨクム オチカ,81,22200
モフ タキシテ,32,22200
トムホ ソノシヌ,73,22200
ケユセ シニキマ,57,22200
キキ ソモノ,64,22200
コネ メモ,81,22194
ケシ フチ,74,22172
ネエ メワ,38,22138
サワ マオ,98,22137
イワヒ エホス,76,22109
ヲホノ クン,69,22100
ヨノイム ヲフ,30,22100
モキフニ ヲトカイ,63,22100
ホハワ ユヨイ,24,22100
ヌイミヌ カサチテ,77,22100
トワヘ ミワ,50,22100
タメキモ ノホカナ,76,22100
タアテ ホウネ,47,22100
オヌ メケシ,41,22100
ホワ タコ,50,22085
ユケスエ エメヘホ,25,22084
テエ サスナナ,79,22059
トホハヨ ナミメク,33,22050
メトナウ イテ,29,22028
ハヒチセ ヤカミハ,92,22022
エノタ マヨク,56,22018
フエ ウヒエ,24,22011
ヌテフ フヒ,69,22009
ムモイ ナヘ,77,22008
カウ モトタヤ,38,22001
ミマア メヌヲワ,59,22000
ホヌ ケメ,92,22000
タヨ ノワモ,85,22000
タキナ モソコ,96,22000
スヒマタ ミヘカ,66,22000
サンフキ ヒオテツ,97,22000
サチ キスア,40,22000
キママ ヌエ,19,22000
カユ ノノキ,19,22000
オワマソ アヘ,54,22000
ヌノセエ コスカア,20,21982
クノソク サネヒユ,51,21959
メソハヌ ムシヲキ,75,21957
ナネマ ムコ,27,21941
ヒコニ ウシセ,72,21936
ノメモト セネ,46,21910
ヲフハ ソンメ,85,21900
マス メノマハ,92,21900
スフネ ヌスツフ,29,21900
スコアハ ナセテ,50,21900
シヲ タノ,42,21900
ユカ シイヒメ,52,21882
ホヘナヌ ミヨイ,59,21869
ヌカニモ オノオ,15,21868
ユネチタ クヌネ,71,21800
ミツモノ ヨヌ,71,21800
ホムミ ヨク,60,21800
ナハ エツムマ,65,21800
トニ ヘホメ,88,21800
ツメメア カワヒ,81,21800
キムチム ヲス,44,21800
ウミケト ハキスシ,68,21800
アセカチ フフ,51,21800
ネナサ セキナヘ,31,21775
エタタ マノミヲ,93,21724
フメオ フイシツ,21,21716
ヨホト ユユ,32,21706
ヲヤ ワワ,38,21700
ヲノヨホ ニヲト,31,21700
ワメサカ ニクス,98,21700
メヘウ クユユ,94,21700
ハオセヨ ヨシ,97,21700
ネセノヨ タチ,39,21700
ツン ヘウ,95,21700
セヲタ イシネマ,42,21700
クハネ キイス,72,21700
クチ ンタ,87,21700
オニヲ ケホスミ,54,21700
スメモ テメ,28,21675
ムモニ トヘアノ,58,21672
オセ アクチア,70,21665
ユイステ オメミ,27,21653
マエム クハヤチ,84,21629
ワシタ ヲチ,21,21607
ウヒ セヘマヘ,33,21606
ヲユケ サユ,95,21603
ヤチホカ オノ,44,21600
トヌケ ヒヲマヌ,88,21600
シキマニ クハムホ,79,21600
サス コメ,81,21600
ケオ ホアヌア,67,21600
クイウ ネトメム,51,21600
タム シヲツヲ,50,21599
ユトサヲ ワテク,99,21593
フク カネケカ,84,21590
ユヒキニ カシア,78,21571
ホエサ エヤソ,56,21533
シユヘ ケユヘ,32,21516
ヨオハテ ネヨツホ,25,21506
ワウヘ ンナ,63,21500
メワヌ クマ,51,21500
フタトナ ヨカ,31,21500
ノイ ソカ,72,21500
トツム ヨキマモ,48,21500
タサイ ヤノケ,64,21500
スフホ フホハ,95,21500
サエノ ニソ,52,21500
キカツ ナヤ,53,21500
オスイン スネイツ,69,21500
エタ モヌウセ,56,21500
イワオ エス,82,21500
エミヤク キソエ,36,21497
イミ ツタヲ,38,21474
エモモ スオツオ,93,21417
スン ヨメ,98,21416
ナハ クヘク,97,21411
モヨ タオコ,50,21400
ミテオ ヘコ,64,21400
マケム メスノナ,97,21400
ハタヨケ アトヲ,66,21400
ナウネ スツ,15,21400
タス ウヒセヘ,80,21400
サワ ウツ,29,21400
カサ シカモナ,51,21400
イホヌ ヨス,87,21400
クナケマ ヌシタエ,74,21393
ムワミ カミヒ,21,21383
コキスム ンミ,62,21380
サチヘ ムセウイ,85,21373
ユコク クアセ,48,21362
ヒソ アワクン,83,21352
ハソ ヌシク,64,21348
ヨミユユ ネヲケテ,86,21347
ケカキ ワタ,26,21344
ヤソ イノ,32,21342
モクヨシ オチメハ,57,21342
ウエセケ ミカ,39,21336
マニヒコ カム,77,21332
フサキソ エワテ,79,21329
ニスワ ムヤ,73,21306
キナ セコ,16,21306
ンシ ケワヲ,71,21300
ヨチヨハ ワホネ,63,21300
モハアイ サヨ,17,21300
ホス トメハ,33,21300
ノチエノ ヨイホ,39,21300
ノクカク ヤム,59,21300
ヌフ トモ,73,21300
ニココミ タアヲ,99,21300
セヤ ホエニ,26,21300
シセフ クサ,80,21300
キヘ テワ,64,21300
カホコ トエツシ,63,21300
イン ミハヤ,47,21300
タオム クヘヌ,51,21272
シウオエ オアノ,63,21271
シノサイ ヨトメ,28,21259
チトア モエツ,24,21230
ワオユコ ホヒオユ,71,21227
ヤアア ヒエツ,52,21200
メユシ イハ,41,21200
メフ エモ,85,21200
ムミセ ヲクユセ,26,21200
マト タハソ,53,21200
マチ イン,56,21200
ホコ テノ,64,21200
テマ ユタマヨ,30,21200
チヤ ホホトエ,17,21200
シニマノ キトニモ,58,21200
ココ ウヨヨサ,77,21200
オス ヲユケウ,83,21200
エエモケ シコチト,69,21200
イニイメ カムキユ,98,21200
ネユノ ヌシヤノ,51,21198
ワフソキ ヲセキケ,92,21167
テネ コムアス,66,21164
カカ ムスヲ,63,21160
モホタワ ヘシカ,69,21157
ソニナ イヘミト,53,21151
ヒトヘト ソフナ,35,21140
スヒヲ コウフ,57,21122
ナセニク ヒハワ,34,21116
ナムユサ コテカ,84,21102
ヲタケニ チモ,77,21100
ワナシン コキイト,76,21100
メノユニ フキムキ,15,21100
フソ ヲワス,89,21100
ネコユ ノニ,29,21100
トンス カネイ,54,21100
セスナカ メウ,96,21100
キク ナニ,15,21100
マムナ ヘエナモ,33,21087
キイ エヒニ,66,21070
ツニメ ササツチ,59,21068
ンナニケ モクミフ,84,21048
フムオ ツイハ,54,21036
トセ キオシ,17,21004
ユクメ ムサ,27,21000
ノニマ ムス,31,21000
ネフイ テワセ,95,21000
シヘムタ コア,29,20982
モユノナ スイム,36,20961
モエユフ ウカワミ,31,20938
シハハユ スフセク,92,20919
ミソウエ ニサ,96,20905
ワウテ キホエモ,73,20904
ヨアフム テヤ,79,20900
ヤフツハ ヤカハ,59,20900
モチムク スワ,80,20900
メネユ シノヤニ,45,20900
メサ メイサウ,60,20900
ムムマイ ユソフ,57,20900
ムソアケ サニソオ,17,20900
ホサチ ノホ,46,20900
ハンニ ムメツワ,62,20900
ハハンニ ホタツヲ,55,20900
ハネシホ コネン,43,20900
ノウ ンメチキ,37,20900
ヌヨヨ ノミ,44,20900
ニワヒヲ タマ,23,20900
タヘテア サヘ,91,20900
ソサユセ シソメ,90,20900
シヨスム シヲ,91,20900
キノ ムクチム,84,20900
オホソ モキ,27,20900
エヤナア ナメメト,51,20900
ウワ テネセツ,40,20895
ヲワナワ タトワメ,61,20868
ケエ トメ,36,20866
ンン ツモ,53,20800
ヤソヘセ ヒヲ,96,20800
ヤエモイ ネメヲア,71,20800
タマハ ケヌ,55,20800
カンニ ヨネ,63,20800
カハ メナヤチ,52,20800
メサ ノタフハ,68,20784
モシサ ホオワヒ,16,20762
ワメ ヤコイ,23,20751
シナニノ ケケキ,92,20749
セツイヨ テニクイ,18,20741
ヲク ヨソホキ,76,20725
シヌムヤ ミン,30,20725
マワ サヒフヘ,41,20700
ヌノ ヲヨ,67,20700
ニホ ノイ,43,20700
ニセク ニフ,68,20700
ツノセト マネ,89,20700
タモニヘ オエ,58,20700
サタセ ヒフ,70,20700
キタ モメアノ,38,20700
テヲネ クケ,64,20679
タヒケ ヘモ,67,20642
ホツフ ヲカサ,66,20600
ヒン シエヒ,93,20600
ヌア クヲ,97,20600
ニア チク,73,20600
カニ ネウテン,69,20600
アワテ ニキ,24,20600
ヨオチ ホヒ,17,20592
ヒシ ソキ,88,20580
セニ ヲモ,96,20544
サセンキ コオノ,37,20540
モサトサ キナ,22,20527
ナテモツ ネコ,91,20518
ツオセエ ミフク,57,20517
セチ ミサ,72,20503
ヌツソニ テカコ,75,20500
ナヲ エナヨマ,88,20500
サノ カヘ,42,20500
ケテ ヌソ,86,20500
クホ ソサモ,53,20500
クアク セカヨヒ,18,20500
オコタ ヤムテ,85,20500
エセコ ムヲヤ,31,20500
ウヒ ミム,17,20500
スミヨ マフウ,15,20489
イニンユ スク,71,20428
ホン カス,91,20421
ヒワ クトハ,47,20410
ヲチカワ ワカテヨ,94,20400
ヨコ ホヌセ,48,20400
ヤユ ワイノヒ,77,20400
メコマ スコマ,53,20400
マノヤク ンアミナ,81,20400
ヒソ イワ,62,20400
ネヒス ノンサカ,64,20400
ナヌヤ ホアオイ,45,20400
ナスフサ ホヘヌ,55,20400
チホヘ ヌモ,92,20400
ソヤネニ シト,69,20400
オカミ チソ,54,20400
ミキ スアンヌ,27,20340
カスフ ネミコ,41,20329
メアワミ シネソ,76,20328
ネフサ ハソオヒ,94,20318
セナヲ ツヌ,20,20317
ヤヒチエ マン,80,20300
メホヤヌ オキ,34,20300
ヘチトケ ヘハ,59,20300
フナヨン スミネ,43,20300
ノニ ネモツテ,78,20300
ノイモ ツヒ,46,20300
テモワ セシ,44,20300
ソスセネ ホツテ,27,20300
ソコ クオ,46,20300
シヤホク アユサト,96,20300
サタセ メムワセ,23,20300
ササセ ヨソ,99,20300
コヨミ マサアト,55,20300
クニソ ヌソ,44,20300
カメメチ クオウテ,62,20300
エアフヘ テオタミ,36,20300
ハキヲ スセソ,36,20295
フエク フクユモ,63,20272
イツト モオ,45,20257
マシヘ タト,52,20236
スワムム ハヲハホ,36,20220
ヲムヨア ヒシ,57,20200
ワホミア フムハ,86,20200
モクケフ カキサフ,98,20200
メセ マタヲケ,84,20200
ノスカ クカンニ,76,20200
ヌソ ソノユ,15,20200
ツト キメハ,16,20200
コヘ ヲナ,96,20200
コナカソ イコウ,21,20200
キヘニ ヤウヒネ,41,20191
フニ ヨマ,88,20185
スエヲヨ テエソ,53,20155
セヤヨ キトフ,88,20142
ユミコ ニキ,92,20103
ンスケヨ モヨ,23,20100
ユアサハ エク,72,20100
ミサヲ ヘハ,33,20100
ホア クオ,39,20100
ヘイ マイサ,65,20100
フホ モキヒ,47,20100
ネミスア サキンム,88,20100
ヌメ ウコノ,84,20100
ニサセ ネヤンシ,18,20100
ナヨハネ タメ,37,20100
テヲトコ ヲンママ,25,20100
チメ ノキヌ,21,20100
タタ ムヨタ,38,20100
スシムツ コウ,99,20100
コカ ユヘ,95,20100
エヌモウ ミソメケ,48,20100
エツア ナニオ,91,20100
ヘフノ チコタ,74,20086
サクヲ トヨセイ,95,20084
ミノ カユヲ,67,20057
ソホヨ ホオソ,88,20018
ヤネヌ ノシ,24,20000
ミマシ トチ,21,20000
ミト イマミ,61,20000
ミチム ソア,38,20000
ミクネ オチアサ,94,20000
ノメマ ヌヤヘ,54,20000
ノカフス テツエ,81,20000
ナケアタ ユイ,51,20000
キメヌヲ ツホメ,22,20000
ウミイ キヨヲヌ,26,20000
イアソシ チヤネカ,45,20000
アツハツ テヌ,63,20000
ムオス エソヲ,26,19997
シヨミ イヨヌ,19,19959
コタサ ミタ,28,19936
ヨイ ソナフ,96,19921
フオ ノヒヘ,80,19914
モヲ ヨハハ,89,19900
ヘツ ウヤ,57,19900
ヒミ コチ,83,19900
ネキムヌ チテム,19,19900
テミ ツミ,88,19900
ケネ ワネ,54,19900
カンア ホヲオエ,51,19900
エシヌ ムケ,34,19900
セメタ マトネシ,82,19870
ニニ エカヨ,48,19854
ツコ ヨト,65,19840
カワ ササト,30,19808
ンヘエ クヨヲエ,81,19800
モハシネ ワツユニ,31,19800
ムヨ ミム,55,19800
ムミカ ヨムテキ,32,19800
ムチ ミオメ,53,19800
ミス メタキメ,65,19800
マヤ セム,76,19800
ヘハ ンツヨソ,82,19800
フサ ニケト,34,19800
ハホヘ コヒツ,29,19800
ハツ ケヒキ,95,19800
ネメチヤ サイ,58,19800
ネセモ ソセワヘ,23,19800
ヌムムサ ンアト,98,19800
ニスウ タタ,61,19800
ニキヨネ マニオ,43,19800
ナテ トヨヤメ,92,19800
ソニホシ ハモヤ,21,19800
ソテ チシマイ,38,19800
ソツヌカ アウ,86,19800
セツヨヲ ソヌタカ,46,19800
オコテ オウサミ,91,19800
イニン マタワノ,96,19800
イキ トケノカ,95,19800
コン ニトミオ,75,19795
ンコ セト,53,19768
マミ ニヤソツ,27,19742
ヌンツ ケホツナ,43,19705
オンソネ ヌスネ,31,19702
ヲヘヤ ヘソ,88,19700
ヲクメ タフコク,86,19700
マユメヤ オエキ,68,19700
スオ ケト,78,19700
シミ サユノニ,89,19700
アテ ノカト,68,19700
ノタヤ ホイフヨ,96,19682
モスケ ハヌ,82,19661
フンヒヨ チミミ,71,19632
ノセ サハス,85,19624
コケアツ マネツ,63,19621
ソコ テサハヌ,72,19620
スス ニシヲカ,35,19620
ンヤ ムイ,18,19600
ヲミフ ヨムネソ,65,19600
ヨホコ マコムウ,95,19600
ユタ フケコ,95,19600
ソチ スフツ,96,19600
オユモ ノホヒ,20,19600
イチ ホメ,93,19600
スヒユ メメニ,48,19585
アニ ヲナ,21,19571
キムン タタフケ,63,19567
ヒツヨ ハハタユ,37,19566
ニメシ ヒヤト,17,19566
ナンチヤ ノワ,61,19556
アヒク セネ,69,19529
ヘクタセ チト,42,19500
フン スサヌ,46,19500
ヌキニ イネ,31,19500
ナフミテ オツヲム,48,19500
チネサホ フヨチ,26,19500
ソノネ ヤツケ,62,19500
クネテ エツアネ,99,19500
ウソモ モタハタ,73,19500
スオヌ ココトカ,86,19486
ヨヲ アヒタヌ,43,19477
アホキ ワヤツモ,57,19470
ウワ トチホ,85,19466
ケキ モヨナ,43,19447
モヲイス キオ,66,19438
ヘメフ キユオ,49,19436
ヒテコ テカトミ,48,19435
カマ トアネキ,37,19411
マシオミ ヌケ,61,19407
モセキマ ネサヒ,20,19400
メモネ トホスイ,99,19400
ヒテフカ エオ,49,19400
ネフ ウアホシ,78,19400
ニサタニ フムヨ,83,19400
タホ ソイ,28,19400
サオ ンワヌノ,64,19400
カイセス チナサ,52,19400
オクモア ヨユツ,51,19400
フヒオケ キエヒマ,87,19391
オノツ ミモヌ,28,19390
ツナ ツイキノ,28,19358
ネネ フコユキ,35,19340
キニサユ シタマノ,73,19332
ワムセ ヘニヲヌ,87,19300
ユウクメ シヤエヘ,86,19300
モメナヨ ニメ,86,19300
ネエイ メハク,34,19300
テツシイ タタ,87,19300
ソテム ネアヨメ,16,19300
クミヌ チキイ,73,19300
キニチ ヲヘソミ,63,19300
カニヤ カンンヤ,93,19300
オケ ネウコ,28,19300
コケコ ンウハ,20,19281
ツケテ コヲ,81,19261
ツミ メホ,54,19238
ハセカイ カノヲ,95,19224
ンタエ モカウ,61,19218
タミカヤ ツチ,68,19202
モハサモ ヘナ,49,19200
ハツイ テシホ,54,19200
ネフクホ シン,71,19200
ニスフ トヤ,25,19200
ナネナキ アホコ,94,19200
テワテア コココサ,77,19200
シムヲオ ヤケ,87,19200
オネ ヘモタ,46,19200
アケナ ムタハコ,26,19200
ニオエモ ヲウヘミ,58,19183
ヨノ テマヒ,67,19163
ミキユ スツ,48,19154
ミユシメ ウナツ,35,19121
ミケ マメオミ,98,19100
マノ トトンナ,33,19100
マシク ウノ,65,19100
フオニメ ネク,67,19100
ノオ ソテ,38,19100
ヌナ アタモセ,20,19100
トタ ケヤネス,66,19100
スヲケ ノヒ,32,19100
シヌケイ サアタテ,37,19100
クソマ ソトマ,72,19100
アカヌ エサ,90,19100
エムヌ トアウ,74,19097
ケケコア セスケヌ,30,19077
ワノ ノノ,63,19076
ツテ カフモワ,67,19008
ンイ ホヌシカ,91,19000
ヤカ ヲスヘニ,41,19000
メネン クノ,32,19000
ミア ホヒア,53,19000
ネユヌメ ツアクカ,95,19000
ツムアサ メキア,96,19000
オヌ ヘヒンン,19,19000
チソミ エケタヘ,25,18987
マウヨサ ハウ,76,18984
ワコ マステメ,82,18962
ヤトンア トア,94,18900
メヲヨ ネネヲ,86,18900
ホヌコ フエケタ,80,18900
アヲ テヒ,93,18900
チヒ タニヒカ,41,18881
クヒテ スモンキ,55,18856
ムカン ソユン,41,18832
フヌツ テミト,57,18800
ニヲムモ ソシ,32,18800
キテオ ツウ,25,18800
ヤミテ ヌサユア,27,18770
フケンワ ヤン,67,18765
テチアテ キフ,97,18734
イミウハ ソケ,30,18707
ヲケ カカ,77,18700
ヤソオ カメ,24,18700
フクヘセ ヲモ,85,18700
ヒハタ エンヒ,55,18700
ネヘ カアニセ,82,18700
ヌコセフ ハユ,40,18700
スニハ ニトハ,61,18700
クカアキ チノ,30,18700
ウカ ヨオヌ,24,18700
イチマヒ ヲム,95,18700
ツヤ カハエ,59,18693
ミマサ イモヤ,95,18682
ヨワソハ ニシケネ,86,18679
ユヘ ソネ,54,18670
チサイ オト,85,18653
テオ ヒヤユト,69,18632
ワヘフス ツヲウ,89,18627
ユオウカ セホ,80,18600
モテマサ セトホ,62,18600
ムサト クサ,52,18600
ミニヌタ タナン,27,18600
ヒコ サソキ,52,18600
ネキニ ナケ,56,18600
ナウ ヨノケ,62,18600
コキメ ニテキ,20,18600
ケソ ヨヤ,90,18600
オホ サイ,97,18600
ソセス ママモ,33,18582
ミス クシサケ,44,18563
ワソスナ ユス,71,18557
オマヲ イマ,87,18551
ナホ ケワ,47,18517
モコト ワナ,47,18500
ホネメ フコヒヘ,74,18500
ヘメ セシス,73,18500
ヘトナホ オユ,71,18500
ネネ ヌモナ,46,18500
ネセムコ カイ,95,18500
ナニ コカヨ,80,18500
キヘノマ ナソ,34,18500
ネツ ウスタマ,29,18492
テネオ フアマ,77,18483
サユ テチタヤ,94,18421
ノフツ コテエ,41,18414
ウヤ ワヘ,26,18411
ユシ ツタト,41,18400
ホクハ ノムヲ,27,18400
フメフ ワミチ,93,18400
セコク オヤネ,91,18400
ケクタカ ヤナマワ,23,18400
ヒテワヒ コカウ,95,18381
ヒヨ ウナマ,67,18364
シヌテサ ノサ,69,18312
フヌ ヌスモ,73,18300
ハン ステテ,42,18300
ネマチケ ヨヨヲ,37,18300
トワト ワヤメ,92,18300
ククネケ ツウウチ,27,18300
ンケハコ ミモノチ,50,18289
ニテク セヨテ,88,18253
ケカシ メマ,71,18221
ユモ ニシ,63,18200
ムマナユ ヲナヌコ,63,18200
マヨコ ムワ,79,18200
テケソカ シトニミ,50,18200
シヨ コムシメ,93,18200
ウテコ ナツ,37,18189
エチトワ ウフキ,58,18171
マオコ テエワニ,45,18166
アソ エフ,70,18160
ソナ ヒムヨソ,56,18146
ヨスキフ キネ,69,18145
スムン モワトネ,35,18117
ノマス イム,77,18113
ンヲキ サク,24,18100
ワキサ ウノ,66,18100
フヒ ヘシウシ,69,18100
ヒン サムア,69,18100
ネヒタ サハチユ,26,18100
チテモヨ ナヘウ,25,18100
ソミマ ユウツト,40,18100
カミ カノメウ,25,18100
ウヨコ オツエナ,51,18100
ウケ ウオサ,60,18100
セテサワ コヤミス,87,18089
ヌノ ヒウツヤ,41,18071
ユア ウヒニテ,67,18049
メネト ヘセク,23,18028
ント ヲヲ,59,18000
メイココ コナ,34,18000
ハモチ トナヤ,89,18000
ネヨ ミチ,24,18000
ナヌ ハヌクメ,55,18000
クアン アハテ,71,18000
ウユ チタナヌ,84,18000
アヒヒン ムオ,23,18000
ソワヤチ マスス,91,17993
ナホ ムチサ,19,17989
オシモソ セセトチ,49,17933
シヤキモ サトチ,89,17930
ムニミス テオケ,47,17923
カメニユ サスヨ,72,17904
ンエト スイセミ,81,17900
ユニネン テハ,81,17900
ヒメ ヤヒソヤ,99,17900
ノキエヒ マアキニ,97,17900
シヘエ ソキ,62,17900
ケン ヌカ,18,17900
ケセ ハマヲ,82,17900
カオムイ ケン,16,17900
キユ フセ,54,17831
テタ ハア,77,17818
ヤヒメム カイヘ,56,17816
ンヨ アシニ,54,17800
ユヤクニ ユエ,69,17800
ムネ ヒヒ,50,17800
ソユ ヘヒ,55,17800
ソフ ミシカ,62,17800
カセチ ヲカテ,31,17800
イツオホ フハオ,44,17800
アオタ ナニ,92,17800
テワヨト ユキテ,73,17795
スソワ ミワモ,92,17754
ムイモ ムヒクウ,31,17727
メヘ ヒフム,84,17717
コトウ ネハノ,51,17716
ンマヲワ ムス,78,17700
ヲウ フハスエ,50,17700
ヨホ ヌセシホ,65,17700
ネメンメ マテノヨ,82,17700
スタ ミトキ,77,17700
ヌモカマ ケコクム,24,17666
メヒ ソケテト,70,17651
アヲ ナフン,94,17618
セサス トソ,92,17603
ワホソ ササキ,78,17602
ヲクフ フツチ,33,17600
ムム ワエ,24,17600
タヘ ニクフ,92,17600
スウム ヨアノ,45,17600
コヒメソ イタセツ,17,17600
ケテト フエ,17,17600
アテ ソハ,35,17600
ホカム ンニ,71,17531
ネモツタ ノメ,33,17515
ユヒメヘ テア,90,17508
マウミ テンク,68,17500
ヘカワナ ヲハ,88,17500
フノミ メツミ,44,17500
ハセトン ヘネ,80,17500
ヌモフ ミニア,42,17500
スヒタ タサキ,92,17500
サウ オテ,91,17500
コサ ノカメ,31,17500
メツ チネエカ,78,17488
ムマ ワキヤ,63,17485
ホシハ ヤヘナ,35,17450
イエ テキネ,73,17416
モキ ヨノ,89,17407
シヘ キホメ,23,17401
ヘエ オホネ,89,17400
ヌウ キムユ,39,17400
ニタ マヒマ,67,17400
ナユシ モヤ,82,17400
オノ ヌツ,84,17400
イサ ワメ,66,17400
モネケ ユン,99,17351
テマミ ウム,60,17312
ワヲ クスナテ,96,17300
モモ キイア,79,17300
ハヌ テホイヤ,24,17300
ヌメミ ケメテカ,57,17300
ツソセサ イナネイ,28,17300
ソト ミンナ,84,17300
サヌヌシ フチシ,72,17300
コナノ ユオサ,71,17300
カホ アキヨソ,94,17300
ウヘ ネサセ,46,17268
ソナツ ンツイシ,66,17262
アヨエイ フツユ,98,17236
ユヌ フチメ,64,17217
ユヤクイ マセワ,41,17200
ヤヤシ ツヲト,41,17200
ヤホ メム,78,17200
モウムコ ケム,94,17200
メソフ ンツ,77,17200
メカ クイ,96,17200
マサ フヒ,93,17200
フヲユエ ツセン,77,17200
ネワ ナサソネ,83,17200
チヒイホ チシソ,89,17200
タシス フヤ,60,17200
サニ ヒアケ,15,17200
キコト クメ,44,17171
タミ ムウケ,69,17169
ユノシ タンオ,17,17166
ワタテヲ ンヘ,99,17100
モホサヒ ニクセ,49,17100
メウノ モニナ,72,17100
ホウ ワソ,85,17100
トイホフ ヘノモ,70,17100
テウ ヘンワ,23,17100
コハフ カメイ,30,17100
クコ チニマト,76,17099
ノスヨハ サヤハ,95,17095
ヌニネホ フセコ,59,17077
ソクコオ スタコ,70,17053
ツモハ ヤヒツア,84,17018
ユア オフ,53,17002
ノコ コス,57,17000
ネチホ モマネオ,61,17000
ツムシワ ナナマ,37,17000
ソウ ヨム,50,17000
オンミ シノホセ,98,17000
エメワチ ンアヨ,59,17000
ヒマコサ サフ,63,16986
トコネエ ノクノフ,96,16980
ヘミホカ ヌヘウス,20,16966
シトイキ トトヒワ,50,16933
ヒモソウ ナセマタ,88,16931
オハシチ フムナセ,26,16918
クヘ ワハ,99,16914
ヲムム ヒハ,40,16900
ヤマエ シンス,70,16900
モヌ サヌ,76,16900
ノメ ニナメ,51,16900
ノタ ヒカケ,44,16900
ナメ マメタ,17,16900
テヌ アカ,63,16900
スセ ホス,19,16900
ケカヘヨ エシワ,18,16900
ウオ ンモ,39,16900
ンエカニ メヤタ,60,16878
ホマ ノセン,81,16874
ンソ チハヨイ,40,16800
ワセ ヘフヒミ,70,16800
モヌチ キマエン,72,16800
ムフ コサニウ,19,16800
ホミヌ エネ,26,16800
ヘネト モンニム,72,16800
ナサ ネア,74,16800
シエケ モクモン,16,16800
マオ ニホン,51,16792
キエ コネケ,42,16746
セマク ネヘネ,90,16743
テサ ムウ,55,16740
ニヌノ コイハ,73,16731
オヲオヨ ネソオス,85,16719
ムホウ テネカ,52,16702
ヌヒツヨ ヨソニ,79,16700
タチノ ソン,46,16700
タイ トチ,66,16700
サシノト ムアユハ,40,16700
クヒウ カト,69,16700
